"STATION","NAME","DATE","DP10","DT32","DX90","PRCP","TAVG","TMAX","TMIN"
"USS0021E05S","SANTIAM JCT., OR US","2008-07","2","1","0","0.30","59.1","77.0","41.3"
"USS0021E05S","SANTIAM JCT., OR US","2008-08","4","0","2","1.50","59.3","73.4","45.2"
"USS0021E05S","SANTIAM JCT., OR US","2008-09","0","4","1","0.00","56.2","71.5","41.0"
"USS0021E05S","SANTIAM JCT., OR US","2008-10","9","11","0","4.00","46.9","57.2","36.6"
"USS0021E05S","SANTIAM JCT., OR US","2008-11","16","15","0","10.49","41.8","50.2","33.5"
"USS0021E05S","SANTIAM JCT., OR US","2008-12","22","25","0","17.10","31.7","38.8","24.6"
"USS0021E05S","SANTIAM JCT., OR US","2009-01","12","25","0","9.50","32.9","42.7","23.1"
"USS0021E05S","SANTIAM JCT., OR US","2009-02","13","24","0","6.59","34.7","44.1","25.4"
"USS0021E05S","SANTIAM JCT., OR US","2009-03","22","24","0","9.30","33.7","40.7","26.6"
"USS0021E05S","SANTIAM JCT., OR US","2009-04","14","23","0","8.70","38.7","49.4","28.1"
"USS0021E05S","SANTIAM JCT., OR US","2009-05","17","8","0","9.30","48.3","61.6","34.9"
"USS0021E05S","SANTIAM JCT., OR US","2009-06","6","0","0","2.00","54.4","65.8","43.0"
"USS0021E05S","SANTIAM JCT., OR US","2009-07","0","0","4","0.00","62.0","80.0","44.1"
"USS0021E05S","SANTIAM JCT., OR US","2009-08","4","2","2","1.10","59.0","75.0","43.1"
"USS0021E05S","SANTIAM JCT., OR US","2009-09","5","1","0","2.50","56.0","70.8","41.2"
"USS0021E05S","SANTIAM JCT., OR US","2009-10","17","11","0","6.89","42.9","51.6","34.3"
"USS0021E05S","SANTIAM JCT., OR US","2009-11","20","24","0","9.19","36.4","43.7","29.0"
"USS0021E05S","SANTIAM JCT., OR US","2009-12","16","25","0","9.00","28.8","37.1","20.5"
"USS0021E05S","SANTIAM JCT., OR US","2010-01","23","15","0","8.69","37.2","43.0","31.4"
"USS0021E05S","SANTIAM JCT., OR US","2010-02","18","16","0","5.90","37.5","44.8","30.2"
"USS0021E05S","SANTIAM JCT., OR US","2010-03","16","23","0","10.30","37.3","45.8","28.8"
"USS0021E05S","SANTIAM JCT., OR US","2010-04","17","21","0","7.20","38.6","47.7","29.4"
"USS0021E05S","SANTIAM JCT., OR US","2010-05","16","9","0","5.90","43.3","51.8","34.8"
"USS0021E05S","SANTIAM JCT., OR US","2010-06","10","1","0","7.79","50.3","60.6","39.9"
"USS0021E05S","SANTIAM JCT., OR US","2010-07","1","0","0","0.30","59.9","76.5","43.3"
"USS0021E05S","SANTIAM JCT., OR US","2010-08","5","2","1","1.10","58.5","73.5","43.6"
"USS0021E05S","SANTIAM JCT., OR US","2010-09","7","1","0","4.30","53.6","65.5","41.6"
"USS0021E05S","SANTIAM JCT., OR US","2010-10","13","3","0","8.00","46.8","56.7","37.0"
"USS0021E05S","SANTIAM JCT., OR US","2010-11","21","17","0","11.89","35.6","42.0","29.2"
"USS0021E05S","SANTIAM JCT., OR US","2010-12","23","20","0","16.19","32.6","37.9","27.3"
"USS0021E05S","SANTIAM JCT., OR US","2011-01","9","24","0","7.80","34.2","42.7","25.8"
"USS0021E05S","SANTIAM JCT., OR US","2011-02","19","26","0","8.19","31.0","39.3","22.7"
"USS0021E05S","SANTIAM JCT., OR US","2011-03","26","23","0","14.09","35.9","42.4","29.3"
"USS0021E05S","SANTIAM JCT., OR US","2011-04","17","22","0","9.90","35.9","43.7","28.1"
"USS0021E05S","SANTIAM JCT., OR US","2011-05","16","10","0","5.00","41.7","50.6","32.8"
"USS0021E05S","SANTIAM JCT., OR US","2011-06","4","4","0","1.60","49.9","61.3","38.5"
"USS0021E05S","SANTIAM JCT., OR US","2011-07","4","0","0","1.40","56.3","70.7","41.8"
"USS0021E05S","SANTIAM JCT., OR US","2011-08","0","0","0","0.00","59.8","76.7","42.9"
"USS0021E05S","SANTIAM JCT., OR US","2011-09","4","2","0","0.80","58.9","74.9","42.9"
"USS0021E05S","SANTIAM JCT., OR US","2011-10","15","8","0","4.49","45.8","54.7","36.8"
"USS0021E05S","SANTIAM JCT., OR US","2011-11","18","25","0","9.80","35.9","42.7","29.0"
"USS0021E05S","SANTIAM JCT., OR US","2011-12","10","28","0","9.00","34.0","44.9","23.1"
"USS0021E05S","SANTIAM JCT., OR US","2012-01","17","27","0","16.49","34.2","42.7","25.8"
"USS0021E05S","SANTIAM JCT., OR US","2012-02","16","24","0","8.60","33.5","40.2","26.9"
"USS0021E05S","SANTIAM JCT., OR US","2012-03","23","23","0","18.59","34.3","42.9","25.7"
"USS0021E05S","SANTIAM JCT., OR US","2012-04","16","14","0","7.40","41.4","51.0","31.7"
"USS0021E05S","SANTIAM JCT., OR US","2012-05","7","10","0","3.90","46.7","58.7","34.8"
"USS0021E05S","SANTIAM JCT., OR US","2012-06","12","1","0","6.00","49.5","60.0","39.0"
"USS0021E05S","SANTIAM JCT., OR US","2012-07","3","0","0","0.60","59.3","74.5","44.1"
"USS0021E05S","SANTIAM JCT., OR US","2012-08","1","1","3","0.10","61.5","79.6","43.3"
"USS0021E05S","SANTIAM JCT., OR US","2012-09","1","5","0","0.10","58.0","75.5","40.5"
"USS0021E05S","SANTIAM JCT., OR US","2012-10","18","7","0","10.50","46.5","56.5","36.4"
"USS0021E05S","SANTIAM JCT., OR US","2012-11","18","13","0","14.30","39.1","46.3","31.9"
"USS0021E05S","SANTIAM JCT., OR US","2012-12","26","25","0","17.60","30.9","36.6","25.2"
"USS0021E05S","SANTIAM JCT., OR US","2013-01","14","26","0","6.89","31.9","41.5","22.4"
"USS0021E05S","SANTIAM JCT., OR US","2013-02","12","25","0","4.60","33.7","42.0","25.5"
"USS0021E05S","SANTIAM JCT., OR US","2013-03","12","22","0","5.30","38.1","47.6","28.6"
"USS0021E05S","SANTIAM JCT., OR US","2013-04","13","21","0","5.69","40.0","49.7","30.3"
"USS0021E05S","SANTIAM JCT., OR US","2013-05","13","5","0","4.50","48.4","59.8","37.0"
"USS0021E05S","SANTIAM JCT., OR US","2013-06","6","1","0","1.70","54.7","66.8","42.5"
"USS0021E05S","SANTIAM JCT., OR US","2013-07","0","0","1","0.00","62.0","81.0","42.9"
"USS0021E05S","SANTIAM JCT., OR US","2013-08","5","0","0","2.50","60.6","75.3","45.9"
"USS0021E05S","SANTIAM JCT., OR US","2013-09","13","0","0","10.50","53.4","64.0","42.8"
"USS0021E05S","SANTIAM JCT., OR US","2013-10","6","19","0","2.10","44.4","55.7","33.1"
"USS0021E05S","SANTIAM JCT., OR US","2013-11","12","17","0","6.70","38.8","46.6","31.0"
"USS0021E05S","SANTIAM JCT., OR US","2013-12","12","28","0","4.69","30.5","40.5","20.4"
"USS0021E05S","SANTIAM JCT., OR US","2014-01","12","25","0","7.49","37.8","47.6","28.0"
"USS0021E05S","SANTIAM JCT., OR US","2014-02","24","22","0","18.00","32.5","38.4","26.6"
"USS0021E05S","SANTIAM JCT., OR US","2014-03","19","19","0","15.40","38.7","48.0","29.5"
"USS0021E05S","SANTIAM JCT., OR US","2014-04","11","16","0","6.60","42.4","52.5","32.2"
"USS0021E05S","SANTIAM JCT., OR US","2014-05","8","2","0","4.90","49.2","60.4","38.0"
"USS0021E05S","SANTIAM JCT., OR US","2014-06","7","1","0","3.00","51.8","64.8","38.7"
"USS0021E05S","SANTIAM JCT., OR US","2014-07","2","0","0","1.00","63.3","80.0","46.6"
"USS0021E05S","SANTIAM JCT., OR US","2014-08","5","0","0","0.90","60.9","76.5","45.4"
"USS0021E05S","SANTIAM JCT., OR US","2014-09","4","0","0","1.20","57.5","71.4","43.5"
"USS0021E05S","SANTIAM JCT., OR US","2014-10","16","2","0","9.20","49.4","60.7","38.1"
"USS0021E05S","SANTIAM JCT., OR US","2014-11","24","13","0","10.98","37.7","44.6","30.7"
"USS0021E05S","SANTIAM JCT., OR US","2014-12","22","18","0","13.19","35.6","42.0","29.2"
"USS0021E05S","SANTIAM JCT., OR US","2015-01","9","21","0","4.19","39.7","49.0","30.5"
"USS0021E05S","SANTIAM JCT., OR US","2015-02","13","11","0","6.89","41.0","49.5","32.6"
"USS0021E05S","SANTIAM JCT., OR US","2015-03","11","16","0","5.10","43.9","55.5","32.2"
"USS0021E05S","SANTIAM JCT., OR US","2015-04","13","21","0","2.99","41.4","52.6","30.2"
"USS0021E05S","SANTIAM JCT., OR US","2015-05","8","8","0","1.89","49.4","61.1","37.6"
"USS0021E05S","SANTIAM JCT., OR US","2015-06","0","1","3","0.00","60.1","76.7","43.4"
"USS0021E05S","SANTIAM JCT., OR US","2015-07","2","0","4","0.40","61.9","78.9","44.9"
"USS0021E05S","SANTIAM JCT., OR US","2015-08","5","0","1","1.70","61.1","77.8","44.3"
"USS0021E05S","SANTIAM JCT., OR US","2015-09","5","4","0","2.20","52.8","66.9","38.7"
"USS0021E05S","SANTIAM JCT., OR US","2015-10","9","3","0","4.40","51.4","62.9","39.9"
"USS0021E05S","SANTIAM JCT., OR US","2015-11","16","18","0","8.50","35.9","42.7","29.1"
"USS0021E05S","SANTIAM JCT., OR US","2015-12","26","21","0","21.90","33.4","38.1","28.7"
"USS0021E05S","SANTIAM JCT., OR US","2016-01","21","22","0","10.00","34.2","40.1","28.4"
"USS0021E05S","SANTIAM JCT., OR US","2016-02","18","17","0","7.09","38.6","47.1","30.1"
"USS0021E05S","SANTIAM JCT., OR US","2016-03","19","18","0","11.90","38.3","45.3","31.2"
"USS0021E05S","SANTIAM JCT., OR US","2016-04","10","8","0","3.80","46.6","57.9","35.3"
"USS0021E05S","SANTIAM JCT., OR US","2016-05","7","3","0","2.40","50.3","61.4","39.2"
"USS0021E05S","SANTIAM JCT., OR US","2016-06","8","1","1","2.20","54.6","68.3","40.9"
"USS0021E05S","SANTIAM JCT., OR US","2016-07","4","0","1","1.10","57.2","72.8","41.7"
"USS0021E05S","SANTIAM JCT., OR US","2016-08","2","0","1","0.20","60.5","78.0","42.9"
"USS0021E05S","SANTIAM JCT., OR US","2016-09","8","5","0","2.10","51.5","65.3","37.8"
"USS0021E05S","SANTIAM JCT., OR US","2016-10","27","1","0","18.59","44.7","51.0","38.5"
"USS0021E05S","SANTIAM JCT., OR US","2016-11","20","8","0","8.79","41.9","49.6","34.1"
"USS0021E05S","SANTIAM JCT., OR US","2016-12","19","28","0","12.00","26.8","35.2","18.4"
"USS0021E05S","SANTIAM JCT., OR US","2017-01","16","29","0","8.09","28.5","37.3","19.7"
"USS0021E05S","SANTIAM JCT., OR US","2017-02","18","16","0","14.00","33.9","39.5","28.4"
"USS0021E05S","SANTIAM JCT., OR US","2017-03","24","17","0","15.30","37.8","44.9","30.7"
"USS0021E05S","SANTIAM JCT., OR US","2017-04","23","16","0","9.30","39.1","47.2","31.1"
"USS0021E05S","SANTIAM JCT., OR US","2017-05","10","8","0","4.60","48.6","61.6","35.7"
"USS0021E05S","SANTIAM JCT., OR US","2017-06","6","2","1","2.40","55.7","67.8","43.7"
"USS0021E05S","SANTIAM JCT., OR US","2017-07","1","0","1","0.10","61.6","80.8","42.3"
"USS0021E05S","SANTIAM JCT., OR US","2017-08","1","0","6","0.10","63.9","82.7","45.0"
"USS0021E05S","SANTIAM JCT., OR US","2017-09","8","3","3","4.30","56.3","69.4","43.2"
"USS0021E05S","SANTIAM JCT., OR US","2017-10","11","13","0","9.80","44.2","55.1","33.2"
"USS0021E05S","SANTIAM JCT., OR US","2017-11","22","17","0","13.30","36.6","42.8","30.5"
"USS0021E05S","SANTIAM JCT., OR US","2017-12","15","28","0","5.19","34.2","42.1","26.4"
"USS0021E05S","SANTIAM JCT., OR US","2018-01","21","22","0","10.30","36.6","42.8","30.4"
"USS0021E05S","SANTIAM JCT., OR US","2018-02","13","25","0","7.39","31.7","40.0","23.5"
"USS0021E05S","SANTIAM JCT., OR US","2018-03","17","25","0","6.30","36.3","45.3","27.3"
"USS0021E05S","SANTIAM JCT., OR US","2018-04","17","15","0","7.70","41.7","50.7","32.7"
"USS0021E05S","SANTIAM JCT., OR US","2018-05","7","6","0","0.79","50.8","64.6","36.9"
"USS0021E05S","SANTIAM JCT., OR US","2018-06","6","1","0","1.70","53.7","67.8","39.6"
"USS0021E05S","SANTIAM JCT., OR US","2018-07","0","1","4","0.00","62.4","81.4","43.5"
"USS0021E05S","SANTIAM JCT., OR US","2018-08","3","1","3","0.30","61.1","78.0","44.2"
"USS0021E05S","SANTIAM JCT., OR US","2018-09","3","6","0","0.40","52.8","67.9","37.7"
"USS0021E05S","SANTIAM JCT., OR US","2018-10","12","9","0","5.20","46.6","58.3","34.8"
"USS0021E05S","SANTIAM JCT., OR US","2018-11","15","14","0","7.40","39.9","47.6","32.2"
"USS0021E05S","SANTIAM JCT., OR US","2018-12","20","24","0","11.50","32.6","38.6","26.7"
"USS0021E05S","SANTIAM JCT., OR US","2019-01","15","22","0","7.30","36.5","44.3","28.7"
"USS0021E05S","SANTIAM JCT., OR US","2019-02","20","25","0","11.80","27.4","34.1","20.7"
"USS0021E05S","SANTIAM JCT., OR US","2019-03","16","24","0","4.09","34.6","43.8","25.4"
"USS0021E05S","SANTIAM JCT., OR US","2019-04","16","12","0","11.40","41.8","51.0","32.7"
"USS0021E05S","SANTIAM JCT., OR US","2019-05","14","6","0","3.39","48.8","61.4","36.3"
"USS0021E05S","SANTIAM JCT., OR US","2019-06","5","2","0","1.60","53.6","68.2","39.0"
"USS0021E05S","SANTIAM JCT., OR US","2019-07","1","0","0","0.10","58.2","72.9","43.4"
"USS0021E05S","SANTIAM JCT., OR US","2019-08","4","0","1","0.80","61.1","78.0","44.2"
"USS0021E05S","SANTIAM JCT., OR US","2019-09","13","0","0","5.80","52.8","63.2","42.3"
"USS0021E05S","SANTIAM JCT., OR US","2019-10","15","15","0","4.49","42.6","52.5","32.7"
"USS0021E05S","SANTIAM JCT., OR US","2019-11","7","22","0","2.30","39.8","50.9","28.8"
"USS0021E05S","SANTIAM JCT., OR US","2019-12","17","22","0","6.49","35.0","43.0","26.9"
"USS0021E05S","SANTIAM JCT., OR US","2020-01","27","18","0","18.99","34.4","39.7","29.2"
"USS0021E05S","SANTIAM JCT., OR US","2020-02","15","26","0","5.89","33.5","43.4","23.5"
"USS0021E05S","SANTIAM JCT., OR US","2020-03","15","27","0","6.00","35.2","45.0","25.3"
"USS0021E05S","SANTIAM JCT., OR US","2020-04","8","20","0","3.00","42.4","54.0","30.8"
"USS0021E05S","SANTIAM JCT., OR US","2020-05","18","5","0","4.69","49.1","60.1","38.2"
"USS0021E05S","SANTIAM JCT., OR US","2020-06","14","1","0","4.19","52.8","63.8","41.8"
"USS0021E05S","SANTIAM JCT., OR US","2020-07","1","0","2","0.40","59.8","76.4","43.2"
"USS0021E05S","SANTIAM JCT., OR US","2020-08","0","1","3","0.00","60.3","78.1","42.5"
"USS0021E05S","SANTIAM JCT., OR US","2020-09","3","0","1","2.00","58.0","74.0","42.0"
"USS0021E05S","SANTIAM JCT., OR US","2020-10","9","14","0","3.99","47.3","60.5","34.0"
"USS0021E05S","SANTIAM JCT., OR US","2020-11","22","21","0","11.60","36.1","44.9","27.3"
"USS0021E05S","SANTIAM JCT., OR US","2020-12","20","23","0","11.50","34.8","41.6","27.9"
"USS0021E05S","SANTIAM JCT., OR US","2021-01","22","24","0","10.09","35.0","42.8","27.2"
"USS0021E05S","SANTIAM JCT., OR US","2021-02","24","23","0","12.29","32.2","38.1","26.3"
"USS0021E05S","SANTIAM JCT., OR US","2021-03","15","31","0","4.09","36.1","47.3","25.0"
"USS0021E05S","SANTIAM JCT., OR US","2021-04","9","26","0","1.39","41.6","55.4","27.9"
"USS0021E05S","SANTIAM JCT., OR US","2021-05","15","6","0","2.39","47.5","60.1","35.0"
"USS0021E05S","SANTIAM JCT., OR US","2021-06","4","1","3","1.00","59.6","74.1","45.0"
"USS0021E05S","SANTIAM JCT., OR US","2021-07","1","0","3","0.10","63.3","82.7","43.9"
"USS0021E05S","SANTIAM JCT., OR US","2021-08","3","0","5","0.30","61.1","77.9","44.3"
"USS0021E05S","SANTIAM JCT., OR US","2021-09","6","3","0","4.60","54.8","70.0","39.6"
"USS0021E05S","SANTIAM JCT., OR US","2021-10","18","10","0","6.09","43.6","53.0","34.2"
"USS0021E05S","SANTIAM JCT., OR US","2021-11","22","13","0","9.59","40.5","48.0","32.9"
"USS0021E05S","SANTIAM JCT., OR US","2021-12","26","23","0","15.31","33.0","38.2","27.8"
"USS0021E05S","SANTIAM JCT., OR US","2022-01","13","26","0","7.50","35.7","46.1","25.4"
