"STATION","NAME","DATE","DP10","DX32","DX90","PRCP","TAVG","TMAX","TMIN"
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2012-10",12,0,0,5.13,45.7,55.1,36.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2012-11",2,6,0,0.62,36.2,43.9,28.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2012-12",3,14,0,1.27,28.2,35.5,20.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-01",4,16,0,1.5,22.6,29.7,15.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-02",2,18,0,0.88,17.8,26.9,8.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-03",5,13,0,1.79,25.3,34.4,16.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-04",9,2,0,2.06,36.6,46.3,26.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-05",10,0,0,3.59,53.8,67.6,39.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-06",5,0,1,1.58,61.2,74.5,47.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-07",6,0,4,3.2,66.4,79.9,52.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-08",2,0,3,1.33,64.6,78.5,50.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-09",8,0,0,2.74,56.3,69.3,43.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-10",16,0,0,9.3,46.3,57,35.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-11",7,6,0,5.13,33,41.3,24.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2013-12",6,25,0,1.28,15.3,23.9,6.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-01",5,27,0,1.08,11.2,19.6,2.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-02",3,24,0,0.8,7.6,19.4,-4.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-03",4,18,0,0.93,15.8,29.8,1.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-04",9,1,0,3.97,36.7,46.7,26.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-05",7,0,0,3.08,51.9,64.6,39.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-06",5,0,1,2.72,63.4,76.4,50.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-07",5,0,0,2.56,61.7,74.7,48.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-08",8,0,0,2.69,63.5,76.3,50.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-09",9,0,0,4.99,56.8,68.6,44.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-10",12,0,0,6.69,45.3,53.7,36.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-11",13,13,0,4.75,30.1,36,24.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2014-12",5,13,0,1.55,26,32.7,19.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-01",1,27,0,0.47,13.2,23.9,2.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-02",1,28,0,0.32,3.4,16.1,-9.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-03",5,10,0,1.2,24.2,36.7,11.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-04",5,1,0,1.87,40.2,51.6,28.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-05",7,0,0,4.01,54.6,68.8,40.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-06",6,0,0,2.57,59.4,73.8,45
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-07",2,0,3,0.44,65.8,80.4,51.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-08",6,0,2,3.11,65.6,77,54.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-09",5,0,0,3.64,62.6,74.6,50.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-10",11,0,0,3.66,46.7,56.2,37.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-11",9,1,0,4.7,40,50.2,29.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2015-12",9,6,0,4.8,35.7,41.6,29.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-01",8,22,0,1.67,20.7,28,13.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-02",4,16,0,0.96,21.2,30.4,12
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-03",12,5,0,3.91,32.4,41.8,23.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-04",6,6,0,2.19,35.7,47.4,24
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-05",4,0,0,1.39,53.5,68.5,38.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-06",5,0,0,1.66,61.1,75,47.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-07",7,0,3,2.99,67.6,80.4,54.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-08",6,0,1,3.24,68.3,80.9,55.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-09",9,0,0,4.09,61.5,73.4,49.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-10",8,0,0,3.41,49.6,60.1,39.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-11",4,2,0,1.31,41.3,51.9,30.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2016-12",9,15,0,2.33,27.3,32.3,22.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-01",7,15,0,1.72,24.7,30.4,19
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-02",5,13,0,1.04,26.2,34.9,17.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-03",4,11,0,1.72,27.1,36.3,17.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-04",7,0,0,3.2,44.5,56.5,32.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-05",7,0,0,3.07,50.8,62.9,38.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-06",10,0,0,4.69,63.4,75.6,51.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-07",4,0,0,2.11,65.3,78,52.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-08",7,0,0,3.85,63.9,74.8,53.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-09",5,0,4,0.96,60.5,75.3,45.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-10",13,0,0,7.17,50.7,61.5,39.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-11",7,3,0,2.61,33.1,40.8,25.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2017-12",6,24,0,2.68,18.9,27.4,10.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-01",4,20,0,1.11,18.4,27.2,9.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-02",3,14,0,1.19,18.9,29.2,8.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-03",2,12,0,0.54,26.4,35.5,17.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-04",4,7,0,1.69,31.3,42.5,20.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-05",6,0,0,4.72,57.4,72.5,42.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-06",5,0,3,1.42,62.1,76.2,48.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-07",4,0,3,2.11,69.5,82.3,56.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-08",3,0,2,2,68.7,81.7,55.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-09",8,0,0,3.09,60.5,72.7,48.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-10",11,0,0,6.86,45,53.7,36.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-11",8,15,0,2.88,28.6,35.3,21.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2018-12",5,14,0,1.33,27.9,33.9,21.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-01",4,23,0,1.39,12.7,22.7,2.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-02",8,20,0,2.61,16.4,26.7,6.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-03",4,11,0,0.9,22.2,33.9,10.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-04",10,0,0,2.77,39.7,49.2,30.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-05",11,0,0,4.16,48.3,61,35.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-06",8,0,0,3.31,60,73.7,46.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-07",5,0,2,2.65,67.6,80.6,54.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-08",3,0,0,0.75,62.9,77.9,48
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-09",11,0,0,5.07,59.4,70.6,48.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-10",12,0,0,5.19,45.1,54.8,35.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-11",5,6,0,2.42,29.7,36.8,22.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2019-12",5,13,0,2.89,26.8,33.3,20.3
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-01",3,16,0,0.96,25.9,32,19.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-02",3,20,0,0.8,21.1,29.8,12.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-03",6,1,0,2.7,31.6,41.4,21.8
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-04",9,0,0,4.73,36.9,48.6,25.2
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-05",7,0,1,2.12,50.3,62.9,37.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-06",4,0,2,2.83,62.8,78.3,47.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-07",6,0,7,4.51,69.7,82.8,56.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-08",4,0,0,1.99,66.6,78.7,54.5
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-09",13,0,0,4.22,55.6,67.2,43.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-10",14,0,0,5.77,42,51.9,32.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-11",4,1,0,2.46,42.2,51.1,33.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2020-12",3,13,0,0.68,29.3,34.9,23.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-01",1,19,0,0.37,23.2,30.4,16.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-02",4,18,0,0.89,15.3,27,3.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-03",4,3,0,1,33.4,45.2,21.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-04",5,0,0,2.39,43.4,53.9,33
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-05",5,0,0,2.05,51.7,66,37.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-06",8,0,2,3.98,66.1,78.5,53.6
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-07",9,0,0,5.93,66.3,78.6,54.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-08",7,0,1,4.3,69.4,81.4,57.4
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-09",10,0,0,3.18,58.7,71.5,45.9
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-10",9,0,0,1.69,53.2,63.4,43
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-11",8,3,0,2,36.3,44,28.7
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2021-12",5,13,0,1.63,29,35.9,22.1
"USW00014841","PELLSTON REGIONAL AIRPORT, MI US","2022-01",1,28,0,0.3,13.8,23.6,4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-01",10,0,0,4.04,47.3,58.2,36.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-02",1,0,0,2.01,53.1,66.2,40.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-03",5,0,0,3.67,60.9,72.9,48.9
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-04",8,0,0,1.78,62.8,74,51.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-05",3,0,9,0.57,75.6,86.6,64.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-06",6,0,17,4.36,79.7,89.9,69.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-07",11,0,16,10.81,81.5,90.5,72.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-08",10,0,12,4.47,80.2,88.3,72.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-09",8,0,3,8.88,75.2,83,67.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-10",0,0,0,0,64.9,77.7,52.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-11",2,0,0,2.72,55.3,66.9,43.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2000-12",5,0,0,2.65,42.6,52.8,32.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-01",4,0,0,1.07,46.3,58.1,34.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-02",5,0,0,2.31,54.6,65.3,43.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-03",7,0,0,6.3,56.6,66.9,46.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-04",3,0,1,0.94,65.1,77.1,53.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-05",4,0,4,1.36,72.5,84.6,60.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-06",14,0,9,8.83,78.9,88.1,69.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-07",11,0,10,9.73,79.8,88.2,71.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-08",5,0,17,1.66,80.9,89.6,72.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-09",7,0,0,4.9,73.5,82.4,64.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-10",2,0,0,0.65,64.8,77.1,52.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-11",2,0,0,0.53,63.6,75.6,51.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2001-12",3,0,0,1.71,56.4,67.4,45.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-01",5,0,0,2.43,51.3,62.8,39.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-02",4,0,0,2.19,51.8,63.9,39.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-03",6,0,0,4.48,60.4,72.7,48.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-04",2,0,4,1.57,69.5,80,59.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-05",6,0,2,2.39,71.4,82.5,60.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-06",8,0,11,5.89,78.7,88,69.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-07",6,0,21,6.55,82.7,91.8,73.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-08",11,0,13,11.38,79.6,88.1,71
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-09",5,0,3,4.92,79,86.4,71.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-10",10,0,3,8.44,70.6,78.3,63
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-11",9,0,0,5.67,56,66.9,45.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2002-12",7,0,0,5.09,48.3,59,37.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-01",2,0,0,1.04,44.7,55.7,33.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-02",5,0,0,2.46,50.8,61.4,40.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-03",11,0,0,7.2,61.2,70.4,51.9
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-04",7,0,0,5.17,64.7,75.2,54.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-05",8,0,3,4.8,73.9,83.2,64.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-06",10,0,10,6.58,78.6,87.5,69.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-07",12,0,18,9.11,81.2,89.1,73.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-08",8,0,15,3.83,81.5,89.4,73.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-09",6,0,0,4.46,74.6,83.1,66
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-10",4,0,0,3.69,66.8,77.5,56.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-11",2,0,0,0.82,62.1,74.3,49.9
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2003-12",4,0,0,1.87,47,59.5,34.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-01",3,0,0,1.57,46.3,58.1,34.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-02",10,0,0,4.4,47.8,57.6,38
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-03",2,0,0,0.36,59.7,72.6,46.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-04",6,0,0,4.11,64.9,77.3,52.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-05",4,0,8,3.04,75.7,85.8,65.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-06",5,0,12,3.5,80.4,88.7,72.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-07",8,0,23,3.78,82.7,91.6,73.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-08",13,0,8,10.99,79.3,86.9,71.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-09",8,0,0,3.72,76.4,83.5,69.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-10",4,0,0,1.39,69,77.5,60.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-11",2,0,0,1.37,59.9,71,48.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2004-12",3,0,0,1.04,49.7,61.1,38.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-01",5,0,0,1.7,50.7,61.2,40.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-02",5,0,0,3.07,51.6,62.9,40.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-03",4,0,0,4.31,55.8,67.5,44.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-04",6,0,0,1.74,63.2,75.4,51
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-05",8,0,1,5.17,69.9,80.5,59.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-06",10,0,5,4.68,78.6,86.1,71
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-07",8,0,26,3.22,83.5,92,75
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-08",12,0,16,9.3,82.1,89.7,74.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-09",3,0,8,0.97,79.2,87.7,70.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-10",6,0,0,5.43,67.7,77.4,58
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-11",4,0,0,3.34,60,71.4,48.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2005-12",8,0,0,3.25,49.1,60.3,38
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-01",8,0,0,2.93,54.1,65.5,42.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-02",5,0,0,3.3,50,61.6,38.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-03",2,0,0,0.44,57.2,69.1,45.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-04",6,0,4,2.99,68.1,80.6,55.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-05",2,0,6,2.72,72.2,82.9,61.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-06",7,0,11,10.72,78.4,87.8,69.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-07",6,0,25,3.87,82.1,91.4,72.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-08",8,0,22,9.11,82.6,90.9,74.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-09",7,0,1,4.31,75.5,84.6,66.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-10",3,0,0,2.39,65,76.3,53.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-11",4,0,0,4.19,57.6,69.3,45.9
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2006-12",3,0,0,2.33,56.4,67.5,45.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-01",7,0,0,3.83,52.4,62.7,42
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-02",3,0,0,2.47,49.7,61.1,38.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-03",3,0,0,0.79,60.8,73.6,48.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-04",4,0,0,0.89,64.1,76.9,51.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-05",4,0,2,0.93,71.3,82.7,60
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-06",8,0,15,4.33,78.5,87.9,69.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-07",8,0,16,6.17,80.6,89.6,71.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-08",9,0,27,5.28,83.7,92.2,75.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-09",9,0,10,7.29,77.5,86.3,68.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-10",4,0,0,5.67,71.6,80.3,62.9
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-11",0,0,0,0.03,57.5,69.3,45.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2007-12",8,0,0,4.39,57,68.6,45.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-01",5,0,0,3.07,48.9,59.5,38.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-02",7,0,0,2.71,55.2,67.7,42.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-03",5,0,0,2.41,58.6,70.9,46.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-04",7,0,0,2.49,65,76.3,53.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-05",5,0,1,3.66,71.7,82.5,61
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-06",6,0,21,2.62,81.2,91.3,71
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-07",9,0,16,4.97,81.1,90.3,72
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-08",12,0,15,5.99,81.2,89.3,73.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-09",6,0,6,5.69,76.2,84.5,67.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-10",7,0,0,11.1,64.5,74.9,54.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-11",4,0,0,2.27,54.5,65.3,43.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2008-12",1,0,0,0.35,56,66.7,45.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-01",4,0,0,1.3,48.2,58,38.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-02",2,0,0,1.33,49.7,61.8,37.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-03",4,0,0,2.84,58,69.1,46.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-04",4,0,0,5.25,64.5,75.4,53.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-05",8,0,5,6.46,73.3,82.5,64.2
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-06",10,0,20,5.04,80.9,90.2,71.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-07",8,0,20,8.16,80.9,89.8,72
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-08",11,0,17,10.12,81.6,89.7,73.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-09",2,0,1,0.48,76.6,85.5,67.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-10",5,0,2,2.71,67.4,77,57.9
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-11",5,0,0,2.25,58.8,68.7,48.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2009-12",12,0,0,10.06,50.9,60.3,41.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-01",5,0,0,6.46,44.5,54.9,34.1
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-02",5,0,0,2.61,45.9,56.4,35.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-03",6,0,0,4.53,55.9,67.2,44.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-04",2,0,0,0.7,66.9,79,54.8
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-05",6,0,3,3.67,75.5,84.7,66.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-06",9,0,25,7.94,83.4,92.3,74.4
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-07",11,0,25,9.86,82.7,91.6,73.7
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-08",9,0,24,10.07,83.3,91.1,75.5
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-09",7,0,14,8.12,78.7,88.2,69.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-10",1,0,0,0.83,68.4,79.7,57
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-11",2,0,0,0.3,58.2,70.3,46
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2010-12",5,0,0,2.49,42.7,54,31.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2011-01",6,0,0,1.97,44.4,55.1,33.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2011-02",6,0,0,3.13,54.8,66,43.6
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2011-03",7,0,0,2.68,59.9,71.6,48.3
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2011-04",3,0,3,2,68.7,80.5,57
"USW00013880","CHARLESTON INTL. AIRPORT, SC US","2011-05",2,0,8,0.41,74.4,84.5,64.3
