"STATION","NAME","DATE","DP10","DX32","DX90","PRCP","TAVG","TMAX","TMIN"
"USS0008P03S","RICE PARK, NM US","2010-02",10,1,0,2.49,28.7,39.8,17.5
"USS0008P03S","RICE PARK, NM US","2010-03",8,1,0,1.39,34.2,47,21.5
"USS0008P03S","RICE PARK, NM US","2010-04",9,0,0,1.09,41.8,54.1,29.5
"USS0008P03S","RICE PARK, NM US","2010-05",4,0,0,0.8,49.4,63.2,35.7
"USS0008P03S","RICE PARK, NM US","2010-06",2,0,0,0.3,60.9,75.6,46.1
"USS0008P03S","RICE PARK, NM US","2010-07",14,0,0,4.69,63.7,75.3,52.2
"USS0008P03S","RICE PARK, NM US","2010-08",8,0,0,1.5,60.7,72.3,49.1
"USS0008P03S","RICE PARK, NM US","2010-09",6,0,0,1.5,58.8,72.5,45.2
"USS0008P03S","RICE PARK, NM US","2010-10",2,0,0,0.4,47.9,59.8,36
"USS0008P03S","RICE PARK, NM US","2010-11",6,3,0,1,34.7,46.7,22.8
"USS0008P03S","RICE PARK, NM US","2010-12",11,3,0,3.29,35.3,44.2,26.3
"USS0008P03S","RICE PARK, NM US","2011-01",4,3,0,0.5,28.7,41.5,15.8
"USS0008P03S","RICE PARK, NM US","2011-02",10,5,0,1.19,27.8,40.9,14.7
"USS0008P03S","RICE PARK, NM US","2011-03",10,0,0,0.98,40,52.4,27.6
"USS0008P03S","RICE PARK, NM US","2011-04",4,0,0,0.7,44.2,57,31.4
"USS0008P03S","RICE PARK, NM US","2011-05",2,0,0,0.8,48.2,61.6,34.9
"USS0008P03S","RICE PARK, NM US","2011-06",0,0,0,0,61.1,77.4,44.7
"USS0008P03S","RICE PARK, NM US","2011-07",12,0,0,4.3,64,77.8,50.2
"USS0008P03S","RICE PARK, NM US","2011-08",12,0,0,5.39,63.5,76.1,50.9
"USS0008P03S","RICE PARK, NM US","2011-09",12,0,0,2.69,55.6,67.5,43.7
"USS0008P03S","RICE PARK, NM US","2011-10",5,0,0,2.2,46.2,58.2,34.2
"USS0008P03S","RICE PARK, NM US","2011-11",12,0,0,1.79,36.7,47.1,26.4
"USS0008P03S","RICE PARK, NM US","2011-12",15,8,0,3.19,27.9,39.3,16.6
"USS0008P03S","RICE PARK, NM US","2012-01",5,1,0,1.3,32.7,44.8,20.6
"USS0008P03S","RICE PARK, NM US","2012-02",10,0,0,1.69,31,42.8,19.3
"USS0008P03S","RICE PARK, NM US","2012-03",7,2,0,0.99,38.1,50.9,25.2
"USS0008P03S","RICE PARK, NM US","2012-04",1,0,0,0.2,46.2,59.1,33.3
"USS0008P03S","RICE PARK, NM US","2012-05",1,0,0,0.1,54.4,68.6,40.3
"USS0008P03S","RICE PARK, NM US","2012-06",0,0,0,0,64.8,80,49.7
"USS0008P03S","RICE PARK, NM US","2012-07",8,0,0,2.59,62.8,74.8,50.8
"USS0008P03S","RICE PARK, NM US","2012-08",10,0,0,2.5,63.3,75.8,50.9
"USS0008P03S","RICE PARK, NM US","2012-09",7,0,0,1.59,56.4,69,43.6
"USS0008P03S","RICE PARK, NM US","2012-10",0,0,0,0,49.3,62.5,36
"USS0008P03S","RICE PARK, NM US","2012-11",5,1,0,1,40.4,52.7,28.1
"USS0008P03S","RICE PARK, NM US","2012-12",11,5,0,2.39,29.5,40.2,18.8
"USS0008P03S","RICE PARK, NM US","2013-01",11,9,0,1.8,25.3,39.1,11.4
"USS0008P03S","RICE PARK, NM US","2013-02",10,6,0,1.69,27.7,39.7,15.7
"USS0008P03S","RICE PARK, NM US","2013-03",6,1,0,0.8,38.9,51.5,26.4
"USS0008P03S","RICE PARK, NM US","2013-04",6,0,0,1.6,43.4,56.4,30.4
"USS0008P03S","RICE PARK, NM US","2013-05",5,0,0,0.49,51.6,65,38.1
"USS0008P03S","RICE PARK, NM US","2013-06",0,0,0,0,63.9,80.1,47.6
"USS0008P03S","RICE PARK, NM US","2013-07",10,0,0,3.69,63.7,76.2,51.1
"USS0008P03S","RICE PARK, NM US","2013-08",16,0,0,4.29,61,72.7,49.3
"USS0008P03S","RICE PARK, NM US","2013-09",16,0,0,6.59,55.7,67.5,43.9
"USS0008P03S","RICE PARK, NM US","2013-10",2,0,0,0.3,43.9,56,31.8
"USS0008P03S","RICE PARK, NM US","2013-11",12,2,0,2.69,37.4,47.5,27.3
"USS0008P03S","RICE PARK, NM US","2013-12",7,5,0,0.89,30.7,41.4,20
"USS0008P03S","RICE PARK, NM US","2014-01",0,0,0,0,33.7,45.4,22
"USS0008P03S","RICE PARK, NM US","2014-02",6,2,0,0.8,36.4,46.2,26.7
"USS0008P03S","RICE PARK, NM US","2014-03",6,0,0,1.39,38.1,49.9,26.4
"USS0008P03S","RICE PARK, NM US","2014-04",5,0,0,0.59,42.8,55.4,30.3
"USS0008P03S","RICE PARK, NM US","2014-05",4,0,0,0.39,50.1,63.4,36.9
"USS0008P03S","RICE PARK, NM US","2014-06",0,0,0,0,62.2,77.1,47.3
"USS0008P03S","RICE PARK, NM US","2014-07",11,0,0,4.29,64.2,77,51.4
"USS0008P03S","RICE PARK, NM US","2014-08",13,0,0,2.19,60.1,71.7,48.6
"USS0008P03S","RICE PARK, NM US","2014-09",6,0,0,1.2,58.1,70.6,45.7
"USS0008P03S","RICE PARK, NM US","2014-10",4,0,0,0.7,49.7,62.5,36.8
"USS0008P03S","RICE PARK, NM US","2014-11",4,0,0,0.39,38.6,49.2,27.9
"USS0008P03S","RICE PARK, NM US","2014-12",8,4,0,2.5,32,41.3,22.6
"USS0008P03S","RICE PARK, NM US","2015-01",10,3,0,4.39,33,43.5,22.4
"USS0008P03S","RICE PARK, NM US","2015-02",7,0,0,1.5,38,49.2,26.9
"USS0008P03S","RICE PARK, NM US","2015-03",7,0,0,1.19,41.7,53.6,29.8
"USS0008P03S","RICE PARK, NM US","2015-04",3,0,0,0.8,43.5,55.8,31.2
"USS0008P03S","RICE PARK, NM US","2015-05",9,0,0,2.89,47.8,59.5,36.1
"USS0008P03S","RICE PARK, NM US","2015-06",4,0,0,0.7,62,76.5,47.5
"USS0008P03S","RICE PARK, NM US","2015-07",13,0,0,4.3,61.4,72.6,50.2
"USS0008P03S","RICE PARK, NM US","2015-08",6,0,0,1.29,62.9,75.5,50.2
"USS0008P03S","RICE PARK, NM US","2015-09",5,0,0,1.3,59,71.4,46.6
"USS0008P03S","RICE PARK, NM US","2015-10",3,0,0,0.5,49.1,59.8,38.4
"USS0008P03S","RICE PARK, NM US","2015-11",11,0,0,1.99,36.3,47.9,24.8
"USS0008P03S","RICE PARK, NM US","2015-12",15,7,0,2.79,29.4,39.5,19.4
"USS0008P03S","RICE PARK, NM US","2016-01",7,4,0,1.69,29.4,40.6,18.3
"USS0008P03S","RICE PARK, NM US","2016-02",1,4,0,0.5,35.4,48.8,22
"USS0008P03S","RICE PARK, NM US","2016-03",0,0,0,0,40.2,52.6,27.9
"USS0008P03S","RICE PARK, NM US","2016-04",14,0,0,2.69,42.5,54.8,30.3
"USS0008P03S","RICE PARK, NM US","2016-05",3,NA,NA,1.8,NA,NA,NA
"USS0008P03S","RICE PARK, NM US","2016-06",1,NA,NA,0.1,NA,NA,NA
"USS0008P03S","RICE PARK, NM US","2016-07",7,NA,NA,1.69,NA,NA,NA
"USS0008P03S","RICE PARK, NM US","2016-08",12,NA,NA,1.79,NA,NA,NA
"USS0008P03S","RICE PARK, NM US","2016-09",3,NA,NA,1.5,NA,NA,NA
"USS0008P03S","RICE PARK, NM US","2016-10",4,0,0,0.7,51.1,63.5,38.7
"USS0008P03S","RICE PARK, NM US","2016-11",8,2,0,3.8,38.4,49,27.9
"USS0008P03S","RICE PARK, NM US","2016-12",11,1,0,3.5,33.3,43,23.6
"USS0008P03S","RICE PARK, NM US","2017-01",16,8,0,4.59,30.5,38.9,22
"USS0008P03S","RICE PARK, NM US","2017-02",10,0,0,2.9,36.3,45.4,27.2
"USS0008P03S","RICE PARK, NM US","2017-03",6,0,0,1.69,42,55.1,29
"USS0008P03S","RICE PARK, NM US","2017-04",4,0,0,1.4,44,56.8,31.2
"USS0008P03S","RICE PARK, NM US","2017-05",11,0,0,1.08,50.4,63,37.7
"USS0008P03S","RICE PARK, NM US","2017-06",0,0,0,0,64,78.8,49.1
"USS0008P03S","RICE PARK, NM US","2017-07",13,0,0,2.99,63.7,75.6,51.7
"USS0008P03S","RICE PARK, NM US","2017-08",4,0,0,0.7,61.5,73.9,49
"USS0008P03S","RICE PARK, NM US","2017-09",7,0,0,2.7,57,69.1,44.9
"USS0008P03S","RICE PARK, NM US","2017-10",0,0,0,0,49.1,62.3,35.8
"USS0008P03S","RICE PARK, NM US","2017-11",1,0,0,0.2,45.1,56.7,33.5
"USS0008P03S","RICE PARK, NM US","2017-12",0,1,0,0,35.1,46.9,23.2
"USS0008P03S","RICE PARK, NM US","2018-01",2,1,0,0.2,34.6,47.2,21.9
"USS0008P03S","RICE PARK, NM US","2018-02",5,3,0,0.59,33.3,45,21.6
"USS0008P03S","RICE PARK, NM US","2018-03",11,0,0,1.29,38,49.9,26.1
"USS0008P03S","RICE PARK, NM US","2018-04",1,0,0,0.2,47.2,60.8,33.6
"USS0008P03S","RICE PARK, NM US","2018-05",2,0,0,0.4,54.9,69.9,39.9
"USS0008P03S","RICE PARK, NM US","2018-06",4,0,0,0.9,64.7,79.7,49.6
"USS0008P03S","RICE PARK, NM US","2018-07",7,0,0,2.4,65.2,78.3,52.1
"USS0008P03S","RICE PARK, NM US","2018-08",6,0,0,0.8,63.8,76.6,51
"USS0008P03S","RICE PARK, NM US","2018-09",9,0,0,1.89,58.2,71.2,45.1
"USS0008P03S","RICE PARK, NM US","2018-10",10,0,0,1.59,45,54,36.1
"USS0008P03S","RICE PARK, NM US","2018-11",4,1,0,0.6,36.1,47.7,24.6
"USS0008P03S","RICE PARK, NM US","2018-12",10,5,0,1.89,30.1,40.8,19.5
"USS0008P03S","RICE PARK, NM US","2019-01",13,3,0,2.69,29.5,41.2,17.7
"USS0008P03S","RICE PARK, NM US","2019-02",15,8,0,4.5,29.4,39.3,19.5
"USS0008P03S","RICE PARK, NM US","2019-03",11,2,0,2.49,38,48.6,27.4
"USS0008P03S","RICE PARK, NM US","2019-04",6,0,0,0.8,44.8,56.7,33
"USS0008P03S","RICE PARK, NM US","2019-05",11,0,0,1.19,46.9,59,34.8
"USS0008P03S","RICE PARK, NM US","2019-06",1,0,0,0.1,59.4,74.2,44.6
"USS0008P03S","RICE PARK, NM US","2019-07",0,0,0,0,65.7,78.5,52.8
"USS0008P03S","RICE PARK, NM US","2019-08",7,0,0,1.2,64.5,77.5,51.5
"USS0008P03S","RICE PARK, NM US","2019-09",14,0,0,2.6,58,70.2,45.8
"USS0008P03S","RICE PARK, NM US","2019-10",3,1,0,0.4,44.8,58.3,31.2
"USS0008P03S","RICE PARK, NM US","2019-11",8,2,0,3,38.4,49.7,27.1
"USS0008P03S","RICE PARK, NM US","2019-12",9,5,0,2.4,30.9,40.9,20.9
"USS0008P03S","RICE PARK, NM US","2020-01",9,2,0,1.49,30.6,41.5,19.6
"USS0008P03S","RICE PARK, NM US","2020-02",10,3,0,1.89,31.8,42.9,20.7
"USS0008P03S","RICE PARK, NM US","2020-03",11,0,0,1.89,38.9,49,28.7
"USS0008P03S","RICE PARK, NM US","2020-04",6,0,0,1.5,45,57.5,32.5
"USS0008P03S","RICE PARK, NM US","2020-05",0,0,0,0,55.2,69.9,40.5
"USS0008P03S","RICE PARK, NM US","2020-06",0,0,0,0,61.6,75.8,47.5
"USS0008P03S","RICE PARK, NM US","2020-07",9,0,0,2.7,64.1,77.5,50.8
"USS0008P03S","RICE PARK, NM US","2020-08",7,0,0,1.3,66.2,79.8,52.7
"USS0008P03S","RICE PARK, NM US","2020-09",1,0,0,0.6,57.7,71.8,43.7
"USS0008P03S","RICE PARK, NM US","2020-10",3,1,0,1.6,50.7,64.8,36.6
"USS0008P03S","RICE PARK, NM US","2020-11",4,1,0,0.5,40.6,51.5,29.6
"USS0008P03S","RICE PARK, NM US","2020-12",5,3,0,1.2,29.4,41.5,17.3
"USS0008P03S","RICE PARK, NM US","2021-01",5,3,0,1.9,30.3,41.7,18.9
"USS0008P03S","RICE PARK, NM US","2021-02",5,5,0,1.19,32.3,42.8,21.9
"USS0008P03S","RICE PARK, NM US","2021-03",3,2,0,1.6,35.9,47.5,24.3
"USS0008P03S","RICE PARK, NM US","2021-04",4,0,0,0.9,45.2,57.8,32.5
"USS0008P03S","RICE PARK, NM US","2021-05",2,0,0,0.3,53.3,67.5,39.1
"USS0008P03S","RICE PARK, NM US","2021-06",0,0,1,0,64.4,78.8,50
"USS0008P03S","RICE PARK, NM US","2021-07",16,0,1,3.5,64.6,76.7,52.5
"USS0008P03S","RICE PARK, NM US","2021-08",13,0,0,2.39,62.4,75.1,49.7
"USS0008P03S","RICE PARK, NM US","2021-09",6,0,0,2.1,58.8,71,46.5
"USS0008P03S","RICE PARK, NM US","2021-10",8,0,0,1.8,45.5,57.1,33.9
"USS0008P03S","RICE PARK, NM US","2021-11",4,0,0,0.39,42.1,54.2,29.9
"USS0008P03S","RICE PARK, NM US","2021-12",13,2,0,3.2,33.9,43.1,24.7
"USS0008P03S","RICE PARK, NM US","2022-01",10,1,0,2.59,30.7,43.2,18.2
"USS0005M16S","MEDANO PASS, CO US","2000-01",11,11,0,1.39,24.5,35,14.1
"USS0005M16S","MEDANO PASS, CO US","2000-02",11,2,0,1.39,29,40.1,17.9
"USS0005M16S","MEDANO PASS, CO US","2000-03",23,3,0,3.88,29,40.9,17.3
"USS0005M16S","MEDANO PASS, CO US","2000-04",18,1,0,4.2,38.1,50.9,25.3
"USS0005M16S","MEDANO PASS, CO US","2000-05",8,0,0,1.49,47.1,60.4,33.8
"USS0005M16S","MEDANO PASS, CO US","2000-06",4,0,0,0.6,52.2,66.1,38.3
"USS0005M16S","MEDANO PASS, CO US","2000-07",18,0,0,2.69,58.4,73.5,43.4
"USS0005M16S","MEDANO PASS, CO US","2000-08",13,0,0,2.09,58.2,73,43.4
"USS0005M16S","MEDANO PASS, CO US","2000-09",15,0,0,2.7,50.9,65,36.8
"USS0005M16S","MEDANO PASS, CO US","2000-10",12,1,0,2.19,39.1,49.9,28.4
"USS0005M16S","MEDANO PASS, CO US","2000-11",4,10,0,1.1,22,33.5,10.6
"USS0005M16S","MEDANO PASS, CO US","2000-12",4,11,0,0.6,23.5,34.3,12.7
"USS0005M16S","MEDANO PASS, CO US","2001-01",9,16,0,1.7,18.9,31.9,5.9
"USS0005M16S","MEDANO PASS, CO US","2001-02",7,8,0,2,25.5,35.8,15.2
"USS0005M16S","MEDANO PASS, CO US","2001-03",17,4,0,4.19,28.5,40.9,16
"USS0005M16S","MEDANO PASS, CO US","2001-04",10,0,0,2.49,38,49.2,26.9
"USS0005M16S","MEDANO PASS, CO US","2001-05",14,1,0,3.3,44.4,58.3,30.5
"USS0005M16S","MEDANO PASS, CO US","2001-06",6,0,0,0.69,53.3,68.2,38.5
"USS0005M16S","MEDANO PASS, CO US","2001-07",18,0,0,3.08,58.7,72.2,45.1
"USS0005M16S","MEDANO PASS, CO US","2001-08",17,0,0,4.99,54.8,68.7,40.8
"USS0005M16S","MEDANO PASS, CO US","2001-09",4,0,0,1.6,50.7,66.3,35.1
"USS0005M16S","MEDANO PASS, CO US","2001-10",8,0,0,1.09,42.2,54.4,30
"USS0005M16S","MEDANO PASS, CO US","2001-11",12,8,0,1.39,30.7,42.9,18.5
"USS0005M16S","MEDANO PASS, CO US","2001-12",6,11,0,0.59,21.9,33.8,10
"USS0005M16S","MEDANO PASS, CO US","2002-01",9,14,0,1.3,20.2,31.9,8.5
"USS0005M16S","MEDANO PASS, CO US","2002-02",11,7,0,1.9,20.9,36.3,5.5
"USS0005M16S","MEDANO PASS, CO US","2002-03",8,7,0,0.99,27.8,39.9,15.6
"USS0005M16S","MEDANO PASS, CO US","2002-04",2,0,0,0.3,40.3,52.8,27.7
"USS0005M16S","MEDANO PASS, CO US","2002-05",3,0,0,0.3,44.1,58.2,30.1
"USS0005M16S","MEDANO PASS, CO US","2002-06",1,0,0,0.1,57.1,72.2,42
"USS0005M16S","MEDANO PASS, CO US","2002-07",3,0,0,0.3,59.1,75.1,43.1
"USS0005M16S","MEDANO PASS, CO US","2002-08",5,0,0,0.49,57.2,73.1,41.2
"USS0005M16S","MEDANO PASS, CO US","2002-09",10,0,0,3.5,49.5,62.1,36.8
"USS0005M16S","MEDANO PASS, CO US","2002-10",12,0,0,1.79,37.8,49.8,25.8
"USS0005M16S","MEDANO PASS, CO US","2002-11",6,3,0,1,27.9,40.4,15.5
"USS0005M16S","MEDANO PASS, CO US","2002-12",3,14,0,0.3,20.7,31.8,9.6
"USS0005M16S","MEDANO PASS, CO US","2003-01",9,2,0,0.99,28.3,40.8,15.7
"USS0005M16S","MEDANO PASS, CO US","2003-02",14,15,0,2.48,21.6,32.1,11.1
"USS0005M16S","MEDANO PASS, CO US","2003-03",19,6,0,3.98,30.1,41.5,18.6
"USS0005M16S","MEDANO PASS, CO US","2003-04",24,1,0,5.19,36.5,48.4,24.7
"USS0005M16S","MEDANO PASS, CO US","2003-05",18,0,0,4.19,44.6,57.9,31.3
"USS0005M16S","MEDANO PASS, CO US","2003-06",5,0,0,0.7,49.8,63.1,36.4
"USS0005M16S","MEDANO PASS, CO US","2003-07",4,0,0,0.39,60.8,77.1,44.5
"USS0005M16S","MEDANO PASS, CO US","2003-08",13,0,0,2.49,56.8,71.1,42.6
"USS0005M16S","MEDANO PASS, CO US","2003-09",10,0,0,2.5,47.4,62.9,31.9
"USS0005M16S","MEDANO PASS, CO US","2003-10",5,1,0,1.2,43.7,58.2,29.1
"USS0005M16S","MEDANO PASS, CO US","2003-11",9,5,0,1.59,28.8,38.8,18.8
"USS0005M16S","MEDANO PASS, CO US","2003-12",10,10,0,1.19,23.1,36,10.2
"USS0005M16S","MEDANO PASS, CO US","2004-01",15,13,0,2.88,21.7,34.1,9.4
"USS0005M16S","MEDANO PASS, CO US","2004-02",14,13,0,3.69,19.7,32.7,6.8
"USS0005M16S","MEDANO PASS, CO US","2004-03",9,2,0,1.49,35.9,49.7,22.1
"USS0005M16S","MEDANO PASS, CO US","2004-04",16,2,0,8.49,35.5,47.3,23.8
"USS0005M16S","MEDANO PASS, CO US","2004-05",3,0,0,0.4,45.5,59.9,31.1
"USS0005M16S","MEDANO PASS, CO US","2004-06",2,0,0,0.6,52,67.1,36.9
"USS0005M16S","MEDANO PASS, CO US","2004-07",14,0,0,5.09,55.9,70.8,40.9
"USS0005M16S","MEDANO PASS, CO US","2004-08",5,0,0,0.9,53.5,67.8,39.3
"USS0005M16S","MEDANO PASS, CO US","2004-09",3,0,0,0.4,49.4,63.5,35.3
"USS0005M16S","MEDANO PASS, CO US","2004-10",6,0,0,2.7,39.6,50.5,28.7
"USS0005M16S","MEDANO PASS, CO US","2004-11",0,10,0,0,26.9,38.9,14.9
"USS0005M16S","MEDANO PASS, CO US","2004-12",12,5,0,1.89,24.2,36.4,11.9
"USS0005M16S","MEDANO PASS, CO US","2005-01",14,10,0,2.5,26.5,37.5,15.5
"USS0005M16S","MEDANO PASS, CO US","2005-02",6,2,0,3.2,26,38.1,13.9
"USS0005M16S","MEDANO PASS, CO US","2005-03",7,6,0,1.19,26.8,40.2,13.4
"USS0005M16S","MEDANO PASS, CO US","2005-04",9,1,0,1.4,35.4,48.5,22.3
"USS0005M16S","MEDANO PASS, CO US","2005-05",6,1,0,0.69,44.5,58.1,31
"USS0005M16S","MEDANO PASS, CO US","2005-06",6,0,0,2.4,51.9,65.7,38.1
"USS0005M16S","MEDANO PASS, CO US","2005-07",7,0,0,1.8,59.4,73.4,45.5
"USS0005M16S","MEDANO PASS, CO US","2005-08",5,0,0,1.8,55.1,66.4,43.7
"USS0005M16S","MEDANO PASS, CO US","2005-09",7,0,0,2.79,52.8,64,41.6
"USS0005M16S","MEDANO PASS, CO US","2005-10",3,0,0,1.3,42.4,52.7,32.1
"USS0005M16S","MEDANO PASS, CO US","2005-11",4,3,0,0.5,34.4,44.9,24
"USS0005M16S","MEDANO PASS, CO US","2005-12",10,8,0,1.39,24.6,35.7,13.5
"USS0005M16S","MEDANO PASS, CO US","2006-01",9,8,0,1.29,26.3,36.3,16.3
"USS0005M16S","MEDANO PASS, CO US","2006-02",6,5,0,1,26.5,38.4,14.6
"USS0005M16S","MEDANO PASS, CO US","2006-03",9,6,0,2,31.2,39.9,22.6
"USS0005M16S","MEDANO PASS, CO US","2006-04",5,0,0,1.1,41.4,52.6,30.2
"USS0005M16S","MEDANO PASS, CO US","2006-05",9,0,0,1.19,47.7,60,35.4
"USS0005M16S","MEDANO PASS, CO US","2006-06",4,0,0,0.6,55.8,69.5,42.1
"USS0005M16S","MEDANO PASS, CO US","2006-07",11,0,0,2.59,58.2,70,46.4
"USS0005M16S","MEDANO PASS, CO US","2006-08",8,0,0,1.09,55.7,66.5,44.8
"USS0005M16S","MEDANO PASS, CO US","2006-09",8,0,0,1.4,45.9,57.7,34.2
"USS0005M16S","MEDANO PASS, CO US","2006-10",12,0,0,2.39,40.4,50.2,30.5
"USS0005M16S","MEDANO PASS, CO US","2006-11",7,3,0,1,33.5,44.2,22.9
"USS0005M16S","MEDANO PASS, CO US","2006-12",8,6,0,2.09,26,36.4,15.6
"USS0005M16S","MEDANO PASS, CO US","2007-01",13,13,0,3.39,22.4,34.7,10.2
"USS0005M16S","MEDANO PASS, CO US","2007-02",8,6,0,1.09,28.1,37.9,18.3
"USS0005M16S","MEDANO PASS, CO US","2007-03",11,3,0,1.49,35,46,23.9
"USS0005M16S","MEDANO PASS, CO US","2007-04",14,1,0,3.49,37.3,48,26.7
"USS0005M16S","MEDANO PASS, CO US","2007-05",15,0,0,3.09,44.6,55.7,33.6
"USS0005M16S","MEDANO PASS, CO US","2007-06",10,0,0,1.59,53.1,66.6,39.5
"USS0005M16S","MEDANO PASS, CO US","2007-07",11,0,0,3.2,57.6,70.2,45
"USS0005M16S","MEDANO PASS, CO US","2007-08",10,0,0,2.3,58.7,71.1,46.3
"USS0005M16S","MEDANO PASS, CO US","2007-09",6,0,0,1.3,51.3,62.8,39.9
"USS0005M16S","MEDANO PASS, CO US","2007-10",7,0,0,1.09,43.5,54.8,32.3
"USS0005M16S","MEDANO PASS, CO US","2007-11",6,3,0,2.8,35.7,47.4,24
"USS0005M16S","MEDANO PASS, CO US","2007-12",9,14,0,6.39,21.7,32,11.4
"USS0005M16S","MEDANO PASS, CO US","2008-01",16,18,0,4.59,19.4,30.9,8
"USS0005M16S","MEDANO PASS, CO US","2008-02",10,8,0,1.89,25.5,36,15
"USS0005M16S","MEDANO PASS, CO US","2008-03",13,4,0,1.69,29.2,40.2,18.2
"USS0005M16S","MEDANO PASS, CO US","2008-04",6,1,0,0.99,35.7,47.3,24.2
"USS0005M16S","MEDANO PASS, CO US","2008-05",9,0,0,1.29,43.2,54.3,32
"USS0005M16S","MEDANO PASS, CO US","2008-06",0,0,0,0,53.3,66.7,39.8
"USS0005M16S","MEDANO PASS, CO US","2008-07",3,0,0,0.4,57.8,71.2,44.5
"USS0005M16S","MEDANO PASS, CO US","2008-08",12,0,0,6.19,55.8,67.1,44.5
"USS0005M16S","MEDANO PASS, CO US","2008-09",4,0,0,0.5,49.4,62,36.7
"USS0005M16S","MEDANO PASS, CO US","2008-10",7,0,0,1.09,42.4,54.8,30.1
"USS0005M16S","MEDANO PASS, CO US","2008-11",5,4,0,0.7,33.3,44.4,22.3
"USS0005M16S","MEDANO PASS, CO US","2008-12",17,14,0,4.29,23.9,34.1,13.7
"USS0005M16S","MEDANO PASS, CO US","2009-01",8,9,0,1.09,26.9,38.6,15.2
"USS0005M16S","MEDANO PASS, CO US","2009-02",5,4,0,0.59,28.6,39.2,17.9
"USS0005M16S","MEDANO PASS, CO US","2009-03",9,3,0,1.79,32.9,43.4,22.5
"USS0005M16S","MEDANO PASS, CO US","2009-04",18,1,0,4.59,35.9,47.3,24.4
"USS0005M16S","MEDANO PASS, CO US","2009-05",3,0,0,0.7,47.2,58.8,35.6
"USS0005M16S","MEDANO PASS, CO US","2009-06",7,0,0,1.4,51,62.1,40
"USS0005M16S","MEDANO PASS, CO US","2009-07",4,0,0,0.7,58,71.3,44.8
"USS0005M16S","MEDANO PASS, CO US","2009-08",6,0,0,0.59,57,70.2,43.8
"USS0005M16S","MEDANO PASS, CO US","2009-09",11,0,0,1.49,49.5,61.5,37.5
"USS0005M16S","MEDANO PASS, CO US","2009-10",15,3,0,3.48,38.4,47.8,29.1
"USS0005M16S","MEDANO PASS, CO US","2009-11",0,1,0,0,34.9,46.4,23.4
"USS0005M16S","MEDANO PASS, CO US","2009-12",9,18,0,0.99,20.2,31,9.3
"USS0005M16S","MEDANO PASS, CO US","2010-01",7,6,0,1.39,24.3,36.8,11.8
"USS0005M16S","MEDANO PASS, CO US","2010-02",10,10,0,1.69,21.7,33.4,9.9
"USS0005M16S","MEDANO PASS, CO US","2010-03",18,4,0,4.89,29.3,41.7,16.9
"USS0005M16S","MEDANO PASS, CO US","2010-04",8,0,0,1.3,37.7,48,27.4
"USS0005M16S","MEDANO PASS, CO US","2010-05",12,0,0,2.1,45,56.2,33.8
"USS0005M16S","MEDANO PASS, CO US","2010-06",8,NA,NA,0.99,NA,NA,NA
"USS0005M16S","MEDANO PASS, CO US","2010-07",7,NA,NA,1.2,NA,NA,NA
"USS0005M16S","MEDANO PASS, CO US","2010-08",9,0,0,2.09,57.8,69.2,46.4
"USS0005M16S","MEDANO PASS, CO US","2010-09",2,0,0,1,53.9,67.7,40.1
"USS0005M16S","MEDANO PASS, CO US","2010-10",6,0,0,0.8,43.4,54.1,32.7
"USS0005M16S","MEDANO PASS, CO US","2010-11",6,4,0,0.69,30,40.8,19.1
"USS0005M16S","MEDANO PASS, CO US","2010-12",8,5,0,1.79,31.1,39.4,22.9
"USS0005M16S","MEDANO PASS, CO US","2011-01",8,8,0,0.89,22.4,35.7,9.1
"USS0005M16S","MEDANO PASS, CO US","2011-02",13,8,0,2.98,23.3,34.1,12.5
"USS0005M16S","MEDANO PASS, CO US","2011-03",8,0,0,1.49,35.9,45.6,26.2
"USS0005M16S","MEDANO PASS, CO US","2011-04",11,0,0,2.69,38.3,49.1,27.5
"USS0005M16S","MEDANO PASS, CO US","2011-05",10,1,0,1.79,43.6,54.4,32.8
"USS0005M16S","MEDANO PASS, CO US","2011-06",0,0,0,0,56.4,69.2,43.5
"USS0005M16S","MEDANO PASS, CO US","2011-07",4,0,0,0.7,62.1,75,49.2
"USS0005M16S","MEDANO PASS, CO US","2011-08",9,0,0,2.19,59.8,72.9,46.6
"USS0005M16S","MEDANO PASS, CO US","2011-09",7,0,0,1.5,50.3,62.1,38.5
"USS0005M16S","MEDANO PASS, CO US","2011-10",7,1,0,5,41.8,52.7,30.8
"USS0005M16S","MEDANO PASS, CO US","2011-11",8,1,0,1.79,32.7,42.3,23.2
"USS0005M16S","MEDANO PASS, CO US","2011-12",11,7,0,3.49,22.6,35.5,9.8
"USS0005M16S","MEDANO PASS, CO US","2012-01",6,3,0,0.69,28.5,39.6,17.4
"USS0005M16S","MEDANO PASS, CO US","2012-02",11,7,0,1.69,24.9,35.7,14
"USS0005M16S","MEDANO PASS, CO US","2012-03",7,4,0,1.39,36.2,47.8,24.6
"USS0005M16S","MEDANO PASS, CO US","2012-04",7,0,0,1.8,41.8,53.3,30.4
"USS0005M16S","MEDANO PASS, CO US","2012-05",7,0,0,2.9,47.2,58.9,35.4
"USS0005M16S","MEDANO PASS, CO US","2012-06",2,0,0,0.2,58.9,72.3,45.6
"USS0005M16S","MEDANO PASS, CO US","2012-07",2,0,0,0.4,59.7,72.4,47
